#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2012-01-01 00:00:00+00:00 2012-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
HPN,2012-01-02 02:30,-73.7075,41.0669,48.20,44.60,87.28,170.00,7.00,0.03,29.70,M,10.00,M,BKN,OVC,   ,   ,1000.00,4400.00,M,M,-RA,M,M,M,M,M,M,44.53,KHPN 020230Z 17007KT 10SM -RA BKN010 OVC044 09/07 A2970 RMK AO2 P0003
HPN,2012-01-02 02:56,-73.7075,41.0669,48.02,44.96,89.08,200.00,7.00,0.03,29.69,1005.60,10.00,M,FEW,OVC,   ,   ,1000.00,4400.00,M,M,-RA,M,M,M,M,M,M,44.31,KHPN 020256Z 20007KT 10SM -RA FEW010 OVC044 09/07 A2969 RMK AO2 SLP056 P0003 60012 T00890072 56040
HPN,2012-01-02 03:56,-73.7075,41.0669,48.02,44.96,89.08,M,3.00,M,29.67,1004.90,10.00,M,FEW,OVC,   ,   ,1000.00,4400.00,M,M,-RA,M,M,M,M,M,M,47.00,KHPN 020356Z VRB03KT 10SM -RA FEW010 OVC044 09/07 A2967 RMK AO2 RAE20B36 SLP049 P0000 T00890072
HPN,2012-01-02 04:56,-73.7075,41.0669,48.02,44.06,86.08,0.00,0.00,M,29.65,1004.30,10.00,M,FEW,BKN,   ,   ,1000.00,4400.00,M,M,M,M,M,M,M,M,M,48.02,KHPN 020456Z 00000KT 10SM FEW010 BKN044 09/07 A2965 RMK AO2 RAE52 SLP043 P0000 T00890067 401060011
HPN,2012-01-02 05:56,-73.7075,41.0669,46.94,42.08,83.09,260.00,9.00,M,29.64,1004.00,10.00,M,BKN,   ,   ,   ,6000.00,M,M,M,M,M,M,M,M,M,M,42.09,KHPN 020556Z 26009KT 10SM BKN060 08/06 A2964 RMK AO2 SLP040 60012 T00830056 10094 20078 56016
HPN,2012-01-02 06:56,-73.7075,41.0669,46.04,37.94,73.18,270.00,16.00,0.01,29.65,1004.30,10.00,23.00,BKN,   ,   ,   ,4700.00,M,M,M,M,M,M,M,M,M,M,38.72,KHPN 020656Z 27016G23KT 10SM BKN047 08/03 A2965 RMK AO2 SLP043 P0001 T00780033
HPN,2012-01-02 07:56,-73.7075,41.0669,42.98,26.06,50.94,270.00,10.00,M,29.66,1004.70,10.00,21.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,28.00,290.00,2012-01-02 07:23,36.74,KHPN 020756Z 27010G21KT 10SM CLR 06/M03 A2966 RMK AO2 PK WND 29028/0723 SLP047 T00611033
HPN,2012-01-02 08:56,-73.7075,41.0669,42.08,26.06,52.73,260.00,8.00,M,29.66,1004.90,10.00,16.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,36.53,KHPN 020856Z 26008G16KT 10SM CLR 06/M03 A2966 RMK AO2 SLP049 60001 T00561033 51007
HPN,2012-01-02 09:56,-73.7075,41.0669,39.92,24.98,54.81,270.00,10.00,M,29.65,1004.40,10.00,16.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,32.90,KHPN 020956Z 27010G16KT 10SM CLR 04/M04 A2965 RMK AO2 SLP044 T00441039
HPN,2012-01-02 10:56,-73.7075,41.0669,39.02,23.00,52.26,270.00,13.00,M,29.66,1004.80,10.00,19.00,SCT,   ,   ,   ,4700.00,M,M,M,M,M,M,M,M,M,M,30.56,KHPN 021056Z 27013G19KT 10SM SCT047 04/M05 A2966 RMK AO2 SLP048 T00391050
HPN,2012-01-02 11:56,-73.7075,41.0669,37.04,17.06,43.85,280.00,11.00,M,29.69,1005.90,10.00,21.00,SCT,   ,   ,   ,5500.00,M,M,M,M,M,M,M,27.00,260.00,2012-01-02 11:13,28.84,KHPN 021156Z 28011G21KT 10SM SCT055 03/M08 A2969 RMK AO2 PK WND 26027/1113 SLP059 60001 70013 T00281083 10083 20028 53009
HPN,2012-01-02 12:56,-73.7075,41.0669,35.96,15.08,41.99,260.00,10.00,M,29.71,1006.60,10.00,18.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,27.93,KHPN 021256Z 26010G18KT 10SM CLR 02/M09 A2971 RMK AO2 SLP066 T00221094
HPN,2012-01-02 13:56,-73.7075,41.0669,35.96,15.98,43.67,270.00,11.00,M,29.73,1007.10,10.00,20.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,27.47,KHPN 021356Z 27011G20KT 10SM CLR 02/M09 A2973 RMK AO2 SLP071 T00221089
HPN,2012-01-02 14:56,-73.7075,41.0669,37.04,17.06,43.85,280.00,11.00,M,29.73,1007.30,10.00,18.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,28.84,KHPN 021456Z 28011G18KT 10SM CLR 03/M08 A2973 RMK AO2 SLP073 T00281083 51014
HPN,2012-01-02 15:56,-73.7075,41.0669,39.02,17.96,42.18,290.00,18.00,M,29.72,1006.60,10.00,21.00,FEW,   ,   ,   ,5000.00,M,M,M,M,M,M,M,M,M,M,28.99,KHPN 021556Z 29018G21KT 10SM FEW050 04/M08 A2972 RMK AO2 SLP066 T00391078
HPN,2012-01-02 16:56,-73.7075,41.0669,39.92,17.96,40.72,270.00,14.00,M,29.70,1006.10,10.00,21.00,BKN,   ,   ,   ,5000.00,M,M,M,M,M,M,M,M,M,M,31.37,KHPN 021656Z 27014G21KT 10SM BKN050 04/M08 A2970 RMK AO2 SLP061 T00441078
HPN,2012-01-02 17:56,-73.7075,41.0669,39.02,15.98,38.72,270.00,14.00,M,29.68,1005.50,10.00,21.00,BKN,   ,   ,   ,5500.00,M,M,M,M,M,M,M,M,M,M,30.21,KHPN 021756Z 27014G21KT 10SM BKN055 04/M09 A2968 RMK AO2 SLP055 T00391089 10050 20017 56017
HPN,2012-01-02 18:56,-73.7075,41.0669,39.92,15.08,35.95,280.00,14.00,M,29.68,1005.30,10.00,22.00,BKN,   ,   ,   ,6000.00,M,M,M,M,M,M,M,M,M,M,31.37,KHPN 021856Z 28014G22KT 10SM BKN060 04/M09 A2968 RMK AO2 SLP053 T00441094
HPN,2012-01-02 19:56,-73.7075,41.0669,39.92,14.00,34.29,270.00,14.00,M,29.68,1005.60,10.00,20.00,BKN,   ,   ,   ,6500.00,M,M,M,M,M,M,M,M,M,M,31.37,KHPN 021956Z 27014G20KT 10SM BKN065 04/M10 A2968 RMK AO2 SLP056 T00441100
HPN,2012-01-02 20:56,-73.7075,41.0669,39.02,12.92,33.87,270.00,12.00,M,29.70,1006.30,10.00,M,SCT,   ,   ,   ,7000.00,M,M,M,M,M,M,M,M,M,M,30.94,KHPN 022056Z 27012KT 10SM SCT070 04/M11 A2970 RMK AO2 SLP063 T00391106 53006
HPN,2012-01-02 21:56,-73.7075,41.0669,37.04,15.08,40.24,270.00,9.00,M,29.73,1007.20,10.00,15.00,BKN,   ,   ,   ,7000.00,M,M,M,M,M,M,M,M,M,M,29.78,KHPN 022156Z 27009G15KT 10SM BKN070 03/M09 A2973 RMK AO2 SLP072 T00281094
HPN,2012-01-02 22:56,-73.7075,41.0669,35.96,15.98,43.67,260.00,12.00,M,29.75,1008.20,10.00,19.00,SCT,   ,   ,   ,7000.00,M,M,M,M,M,M,M,M,M,M,27.04,KHPN 022256Z 26012G19KT 10SM SCT070 02/M09 A2975 RMK AO2 SLP082 T00221089
HPN,2012-01-02 23:56,-73.7075,41.0669,35.06,17.06,47.42,270.00,6.00,M,29.78,1008.90,10.00,14.00,SCT,BKN,   ,   ,6000.00,8000.00,M,M,M,M,M,M,M,M,M,29.22,KHPN 022356Z 27006G14KT 10SM SCT060 BKN080 02/M08 A2978 RMK AO2 SLP089 T00171083 10050 20017 51025
HPN,2012-01-03 00:56,-73.7075,41.0669,35.06,17.96,49.30,260.00,4.00,M,29.78,1008.90,10.00,M,BKN,   ,   ,   ,7000.00,M,M,M,M,M,M,M,M,M,M,30.99,KHPN 030056Z 26004KT 10SM BKN070 02/M08 A2978 RMK AO2 SLP089 T00171078
HPN,2012-01-03 01:56,-73.7075,41.0669,33.98,19.04,53.91,260.00,6.00,M,29.78,1009.10,10.00,M,FEW,   ,   ,   ,8000.00,M,M,M,M,M,M,M,M,M,M,27.91,KHPN 030156Z 26006KT 10SM FEW080 01/M07 A2978 RMK AO2 SLP091 T00111072
HPN,2012-01-03 02:56,-73.7075,41.0669,33.08,19.04,55.89,270.00,8.00,M,29.78,1009.10,10.00,M,FEW,BKN,   ,   ,5000.00,7500.00,M,M,M,M,M,M,M,M,M,25.44,KHPN 030256Z 27008KT 10SM FEW050 BKN075 01/M07 A2978 RMK AO2 SLP091 T00061072 53000
HPN,2012-01-03 03:56,-73.7075,41.0669,32.00,19.04,58.37,280.00,8.00,M,29.77,1008.90,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,24.11,KHPN 030356Z 28008KT 10SM CLR 00/M07 A2977 RMK AO2 SLP089 T00001072
HPN,2012-01-03 04:56,-73.7075,41.0669,30.92,19.04,60.97,280.00,5.00,M,29.77,1008.60,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,25.11,KHPN 030456Z 28005KT 10SM CLR M01/M07 A2977 RMK AO2 SLP086 T10061072 400891006
HPN,2012-01-03 05:56,-73.7075,41.0669,30.92,17.96,58.21,280.00,8.00,M,29.77,1008.80,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,22.78,KHPN 030556Z 28008KT 10SM CLR M01/M08 A2977 RMK AO2 SLP088 T10061078 10022 21011 55002
HPN,2012-01-03 06:56,-73.7075,41.0669,30.02,15.98,55.42,290.00,12.00,M,29.78,1009.00,10.00,17.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,19.48,KHPN 030656Z 29012G17KT 10SM CLR M01/M09 A2978 RMK AO2 SLP090 T10111089
HPN,2012-01-03 07:56,-73.7075,41.0669,30.02,14.00,50.84,280.00,12.00,M,29.77,1008.90,10.00,18.00,FEW,   ,   ,   ,5000.00,M,M,M,M,M,M,M,M,M,M,19.48,KHPN 030756Z 28012G18KT 10SM FEW050 M01/M10 A2977 RMK AO2 SLP089 T10111100
HPN,2012-01-03 08:56,-73.7075,41.0669,28.94,14.00,53.13,290.00,9.00,M,29.77,1008.80,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,19.71,KHPN 030856Z 29009KT 10SM CLR M02/M10 A2977 RMK AO2 SLP088 T10171100 58000
HPN,2012-01-03 09:56,-73.7075,41.0669,28.04,15.98,60.10,300.00,13.00,M,29.78,1009.00,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,16.50,KHPN 030956Z 30013KT 10SM CLR M02/M09 A2978 RMK AO2 SLP090 T10221089
HPN,2012-01-03 10:56,-73.7075,41.0669,28.04,15.98,60.10,290.00,12.00,M,29.79,1009.70,10.00,19.00,FEW,   ,   ,   ,7000.00,M,M,M,M,M,M,M,M,M,M,16.96,KHPN 031056Z 29012G19KT 10SM FEW070 M02/M09 A2979 RMK AO2 SLP097 T10221089
HPN,2012-01-03 11:56,-73.7075,41.0669,28.04,17.06,62.97,290.00,12.00,M,29.81,1010.40,10.00,19.00,FEW,OVC,   ,   ,2900.00,3900.00,M,M,M,M,M,M,M,M,M,16.96,KHPN 031156Z 29012G19KT 10SM FEW029 OVC039 M02/M08 A2981 RMK AO2 SLP104 T10221083 11006 21028 53015
HPN,2012-01-03 12:56,-73.7075,41.0669,26.06,10.04,50.20,310.00,16.00,M,29.85,1011.60,10.00,19.00,FEW,   ,   ,   ,8000.00,M,M,M,M,M,M,M,M,M,M,12.68,KHPN 031256Z 31016G19KT 10SM FEW080 M03/M12 A2985 RMK AO2 SLP116 T10331122
HPN,2012-01-03 13:56,-73.7075,41.0669,26.06,10.04,50.20,310.00,14.00,M,29.86,1012.10,10.00,20.00,FEW,   ,   ,   ,6000.00,M,M,M,M,M,M,M,M,M,M,13.51,KHPN 031356Z 31014G20KT 10SM FEW060 M03/M12 A2986 RMK AO2 SLP121 T10331122
HPN,2012-01-03 14:56,-73.7075,41.0669,24.98,6.98,45.74,300.00,17.00,M,29.86,1012.10,10.00,24.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,27.00,290.00,2012-01-03 14:44,10.88,KHPN 031456Z 30017G24KT 10SM CLR M04/M14 A2986 RMK AO2 PK WND 29027/1444 SLP121 T10391139 50016
HPN,2012-01-03 15:56,-73.7075,41.0669,26.06,6.98,43.74,310.00,17.00,M,29.86,1012.00,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,29.00,290.00,2012-01-03 15:00,12.29,KHPN 031556Z 31017KT 10SM CLR M03/M14 A2986 RMK AO2 PK WND 29029/1500 SLP120 T10331139
HPN,2012-01-03 16:56,-73.7075,41.0669,26.06,6.98,43.74,330.00,18.00,M,29.84,1011.30,10.00,25.00,BKN,   ,   ,   ,4400.00,M,M,M,M,M,M,M,27.00,320.00,2012-01-03 16:42,11.93,KHPN 031656Z 33018G25KT 10SM BKN044 M03/M14 A2984 RMK AO2 PK WND 32027/1642 SLP113 T10331139
HPN,2012-01-03 17:56,-73.7075,41.0669,26.06,6.98,43.74,310.00,17.00,M,29.85,1011.80,10.00,23.00,BKN,   ,   ,   ,4400.00,M,M,M,M,M,M,M,28.00,300.00,2012-01-03 16:59,12.29,KHPN 031756Z 31017G23KT 10SM BKN044 M03/M14 A2985 RMK AO2 PK WND 30028/1659 SLP118 T10331139 11022 21039 55003
HPN,2012-01-03 18:56,-73.7075,41.0669,26.06,5.00,39.96,320.00,16.00,M,29.86,1012.10,10.00,M,BKN,   ,   ,   ,4600.00,M,M,M,M,M,M,M,M,M,M,12.68,KHPN 031856Z 32016KT 10SM BKN046 M03/M15 A2986 RMK AO2 SLP121 T10331150
HPN,2012-01-03 19:56,-73.7075,41.0669,24.98,5.00,41.80,310.00,16.00,M,29.89,1013.00,10.00,21.00,BKN,   ,   ,   ,4800.00,M,M,M,M,M,M,M,M,M,M,11.27,KHPN 031956Z 31016G21KT 10SM BKN048 M04/M15 A2989 RMK AO2 SLP130 T10391150
HPN,2012-01-03 20:56,-73.7075,41.0669,23.00,3.92,43.21,330.00,12.00,M,29.92,1014.30,10.00,21.00,BKN,   ,   ,   ,4800.00,M,M,M,M,M,M,M,M,M,M,10.55,KHPN 032056Z 33012G21KT 10SM BKN048 M05/M16 A2992 RMK AO2 SLP143 T10501156 53024
HPN,2012-01-03 21:56,-73.7075,41.0669,21.92,1.94,41.26,310.00,14.00,M,29.96,1015.70,10.00,24.00,SCT,   ,   ,   ,5000.00,M,M,M,M,M,M,M,M,M,M,8.17,KHPN 032156Z 31014G24KT 10SM SCT050 M06/M17 A2996 RMK AO2 SLP157 T10561167
HPN,2012-01-03 22:56,-73.7075,41.0669,21.02,-0.04,39.08,320.00,17.00,M,30.00,1016.90,10.00,22.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,5.69,KHPN 032256Z 32017G22KT 10SM CLR M06/M18 A3000 RMK AO2 SLP169 T10611178
HPN,2012-01-03 23:56,-73.7075,41.0669,19.04,-2.02,38.73,320.00,16.00,M,30.04,1018.30,10.00,25.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,26.00,310.00,2012-01-03 23:19,3.53,KHPN 032356Z 32016G25KT 10SM CLR M07/M19 A3004 RMK AO2 PK WND 31026/2319 SLP183 T10721189 11028 21072 53040
HPN,2012-01-04 00:56,-73.7075,41.0669,17.96,-0.04,44.54,310.00,20.00,M,30.06,1019.10,10.00,28.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,28.00,320.00,2012-01-04 00:55,0.49,KHPN 040056Z 31020G28KT 10SM CLR M08/M18 A3006 RMK AO2 PK WND 32028/0055 SLP191 T10781178
HPN,2012-01-04 01:56,-73.7075,41.0669,15.98,-0.94,46.51,320.00,11.00,M,30.06,1019.20,10.00,19.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,27.00,310.00,2012-01-04 01:03,2.22,KHPN 040156Z 32011G19KT 10SM CLR M09/M18 A3006 RMK AO2 PK WND 31027/0103 SLP192 T10891183
HPN,2012-01-04 02:56,-73.7075,41.0669,15.98,-0.94,46.51,310.00,13.00,M,30.08,1019.70,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,1.04,KHPN 040256Z 31013KT 10SM CLR M09/M18 A3008 RMK AO2 SLP197 T10891183 51013
HPN,2012-01-04 03:56,-73.7075,41.0669,15.08,-0.04,50.46,320.00,12.00,M,30.08,1019.70,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,0.47,KHPN 040356Z 32012KT 10SM CLR M09/M18 A3008 RMK AO2 SLP197 T10941178
HPN,2012-01-04 04:56,-73.7075,41.0669,14.00,-2.02,48.18,320.00,13.00,M,30.08,1019.90,10.00,20.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,-1.49,KHPN 040456Z 32013G20KT 10SM CLR M10/M19 A3008 RMK AO2 SLP199 T11001189 410061100
HPN,2012-01-04 05:56,-73.7075,41.0669,12.92,-0.94,53.17,310.00,13.00,M,30.08,1020.00,10.00,24.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,-2.88,KHPN 040556Z 31013G24KT 10SM CLR M11/M18 A3008 RMK AO2 SLP200 T11061183 11072 21106 53002
HPN,2012-01-04 06:56,-73.7075,41.0669,12.02,-0.94,55.33,310.00,10.00,M,30.10,1020.60,10.00,19.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,-2.09,KHPN 040656Z 31010G19KT 10SM CLR M11/M18 A3010 RMK AO2 SLP206 T11111183
HPN,2012-01-04 07:56,-73.7075,41.0669,12.02,-0.94,55.33,320.00,10.00,M,30.13,1021.50,10.00,18.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,-2.09,KHPN 040756Z 32010G18KT 10SM CLR M11/M18 A3013 RMK AO2 SLP215 T11111183
HPN,2012-01-04 08:56,-73.7075,41.0669,12.02,-0.04,57.72,320.00,10.00,M,30.12,1021.10,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,-2.09,KHPN 040856Z 32010KT 10SM CLR M11/M18 A3012 RMK AO2 SLP211 T11111178 50011
HPN,2012-01-04 09:56,-73.7075,41.0669,12.02,-0.04,57.72,310.00,8.00,M,30.12,1021.40,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,-0.50,KHPN 040956Z 31008KT 10SM CLR M11/M18 A3012 RMK AO2 SLP214 T11111178
HPN,2012-01-04 10:56,-73.7075,41.0669,12.02,1.04,60.71,320.00,9.00,M,30.12,1021.50,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,-1.33,KHPN 041056Z 32009KT 10SM CLR M11/M17 A3012 RMK AO2 SLP215 T11111172
HPN,2012-01-04 11:56,-73.7075,41.0669,12.02,1.94,63.31,300.00,6.00,M,30.13,1021.90,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,1.47,KHPN 041156Z 30006KT 10SM CLR M11/M17 A3013 RMK AO2 SLP219 T11111167 11106 21111 53006
HPN,2012-01-04 12:56,-73.7075,41.0669,12.92,3.02,63.97,280.00,7.00,M,30.16,1022.90,10.00,M,FEW,   ,   ,   ,8000.00,M,M,M,M,M,M,M,M,M,M,1.52,KHPN 041256Z 28007KT 10SM FEW080 M11/M16 A3016 RMK AO2 SLP229 T11061161
HPN,2012-01-04 13:56,-73.7075,41.0669,15.08,3.92,60.65,320.00,11.00,M,30.18,1023.30,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,1.08,KHPN 041356Z 32011KT 10SM CLR M09/M16 A3018 RMK AO2 SLP233 T10941156
