#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2014-01-01 00:00:00+00:00 2014-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
HPN,2014-01-02 02:56,-73.7075,41.0669,28.04,14.00,55.12,50.00,4.00,0.00,30.27,1026.10,10.00,M,BKN,OVC,M,M,3300.00,10000.00,M,M,M,M,M,M,M,M,M,22.80,KHPN 020256Z 05004KT 10SM BKN033 OVC100 M02/M10 A3027 RMK AO2 SLP261 T10221100 58013
HPN,2014-01-02 03:56,-73.7075,41.0669,28.04,14.00,55.12,60.00,5.00,0.00,30.26,1025.70,10.00,M,OVC,M,M,M,2900.00,M,M,M,M,M,M,M,M,M,M,21.69,KHPN 020356Z 06005KT 10SM OVC029 M02/M10 A3026 RMK AO2 SLP257 T10221100
HPN,2014-01-02 04:56,-73.7075,41.0669,28.04,14.00,55.12,60.00,8.00,0.00,30.24,1025.10,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,19.24,KHPN 020456Z 06008KT 10SM OVC025 M02/M10 A3024 RMK AO2 SLP251 T10221100 410111067
HPN,2014-01-02 05:56,-73.7075,41.0669,28.04,15.08,57.79,60.00,5.00,0.00,30.22,1024.30,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,21.69,KHPN 020556Z 06005KT 10SM OVC023 M02/M09 A3022 RMK AO2 SLP243 T10221094 11022 21028 58018
HPN,2014-01-02 06:56,-73.7075,41.0669,26.96,15.98,62.83,70.00,6.00,0.00,30.20,1023.80,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,19.46,KHPN 020656Z 07006KT 10SM OVC023 M03/M09 A3020 RMK AO2 SLP238 T10281089
HPN,2014-01-02 07:56,-73.7075,41.0669,26.96,17.06,65.84,70.00,9.00,0.0001,30.18,1023.00,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,17.25,KHPN 020756Z 07009KT 10SM OVC021 M03/M08 A3018 RMK AO2 UPB46E55 SLP230 P0000 T10281083
HPN,2014-01-02 08:56,-73.7075,41.0669,26.06,17.96,71.04,50.00,8.00,0.00,30.15,1022.10,10.00,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,16.80,KHPN 020856Z 05008KT 10SM OVC019 M03/M08 A3015 RMK AO2 SLP221 60000 T10331078 58022
HPN,2014-01-02 09:34,-73.7075,41.0669,24.80,17.60,73.70,50.00,9.00,0.0001,30.15,M,2.00,M,OVC,M,M,M,1700.00,M,M,M,-SN,M,M,M,M,M,M,14.56,KHPN 020934Z 05009KT 2SM -SN OVC017 M04/M08 A3015 RMK AO2 SNB26 P0000
HPN,2014-01-02 09:52,-73.7075,41.0669,24.80,19.40,79.62,50.00,6.00,0.0001,30.14,M,1.00,M,FEW,OVC,M,M,600.00,1700.00,M,M,-SN,M,M,M,M,M,M,16.86,KHPN 020952Z 05006KT 1SM R16/P6000FT -SN FEW006 OVC017 M04/M07 A3014 RMK AO2 SNB26 P0000
HPN,2014-01-02 09:56,-73.7075,41.0669,24.08,19.04,80.80,60.00,6.00,0.0001,30.14,1021.60,1.25,M,FEW,OVC,M,M,600.00,1700.00,M,M,-SN,M,M,M,M,M,M,15.99,KHPN 020956Z 06006KT 1 1/4SM -SN FEW006 OVC017 M04/M07 A3014 RMK AO2 SNB26 SLP216 P0000 T10441072
HPN,2014-01-02 10:01,-73.7075,41.0669,24.80,19.40,79.62,40.00,6.00,0.0001,30.14,M,3.00,M,FEW,OVC,M,M,600.00,1700.00,M,M,-SN BR,M,M,M,M,M,M,16.86,KHPN 021001Z 04006KT 3SM -SN BR FEW006 OVC017 M04/M07 A3014 RMK AO2 P0000
HPN,2014-01-02 10:17,-73.7075,41.0669,24.80,19.40,79.62,50.00,7.00,0.0001,30.13,M,1.75,M,OVC,M,M,M,1700.00,M,M,M,-SN BR,M,M,M,M,M,M,16.00,KHPN 021017Z 05007KT 1 3/4SM -SN BR OVC017 M04/M07 A3013 RMK AO2 P0000
HPN,2014-01-02 10:28,-73.7075,41.0669,24.80,19.40,79.62,60.00,7.00,0.0001,30.12,M,3.00,M,OVC,M,M,M,1700.00,M,M,M,-SN BR,M,M,M,M,M,M,16.00,KHPN 021028Z 06007KT 3SM -SN BR OVC017 M04/M07 A3012 RMK AO2 P0000
HPN,2014-01-02 10:40,-73.7075,41.0669,24.80,19.40,79.62,60.00,11.00,0.0001,30.12,M,1.75,14.00,OVC,M,M,M,1700.00,M,M,M,-SN,M,M,M,M,M,M,13.37,KHPN 021040Z 06011G14KT 1 3/4SM -SN OVC017 M04/M07 A3012 RMK AO2 P0000
HPN,2014-01-02 10:56,-73.7075,41.0669,24.08,19.04,80.80,40.00,9.00,0.01,30.12,1020.90,3.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,M,M,13.67,KHPN 021056Z 04009KT 3SM -SN OVC019 M04/M07 A3012 RMK AO2 SLP209 P0001 T10441072
HPN,2014-01-02 11:04,-73.7075,41.0669,23.00,19.40,85.85,50.00,9.00,0.00,30.12,M,1.50,M,OVC,M,M,M,1900.00,M,M,M,-SN BR,M,M,M,M,M,M,12.32,KHPN 021104Z 05009KT 1 1/2SM -SN BR OVC019 M05/M07 A3012
HPN,2014-01-02 11:56,-73.7075,41.0669,24.08,17.96,77.14,50.00,7.00,0.0001,30.11,1020.70,4.00,M,OVC,M,M,M,1500.00,M,M,M,HZ,M,M,M,M,M,M,15.13,KHPN 021156Z 05007KT 4SM HZ OVC015 M04/M08 A3011 RMK AO2 SNE20 SLP207 P0000 60001 70001 T10441078 11022 21050 56010
HPN,2014-01-02 12:56,-73.7075,41.0669,24.08,17.96,77.14,50.00,10.00,0.0001,30.09,1020.20,8.00,M,BKN,OVC,M,M,1000.00,1500.00,M,M,M,M,M,M,M,M,M,13.04,KHPN 021256Z 05010KT 8SM BKN010 OVC015 M04/M08 A3009 RMK AO2 UPB04E11SNB02E04B11E12 SLP202 P0000 T10441078
HPN,2014-01-02 13:56,-73.7075,41.0669,23.00,17.06,77.64,40.00,12.00,0.0001,30.09,1020.20,8.00,16.00,BKN,OVC,M,M,1000.00,1500.00,M,M,-SN,M,M,M,M,M,M,10.55,KHPN 021356Z 04012G16KT 8SM -SN BKN010 OVC015 M05/M08 A3009 RMK AO2 SNB03E15B41 SLP202 P0000 T10501083
HPN,2014-01-02 13:58,-73.7075,41.0669,23.00,17.60,79.47,50.00,11.00,0.0001,30.09,M,1.00,16.00,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,11.09,KHPN 021358Z 05011G16KT 1SM R16/P6000FT -SN OVC015 M05/M08 A3009 RMK AO2 P0000
HPN,2014-01-02 14:56,-73.7075,41.0669,23.00,17.06,77.64,50.00,10.00,0.0001,30.07,1019.30,6.00,19.00,BKN,OVC,M,M,1000.00,1500.00,M,M,BR,M,M,M,M,M,M,11.68,KHPN 021456Z 05010G19KT 6SM BR BKN010 OVC015 M05/M08 A3007 RMK AO2 SNE07 SLP193 P0000 60000 T10501083 58015
HPN,2014-01-02 15:56,-73.7075,41.0669,24.08,17.06,74.20,40.00,7.00,0.00,30.03,1017.90,10.00,14.00,BKN,OVC,M,M,1500.00,1800.00,M,M,M,M,M,M,M,M,M,15.13,KHPN 021556Z 04007G14KT 10SM BKN015 OVC018 M04/M08 A3003 RMK AO2 SLP179 T10441083
HPN,2014-01-02 16:56,-73.7075,41.0669,23.00,17.06,77.64,40.00,9.00,0.00,29.96,1015.70,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,12.32,KHPN 021656Z 04009KT 10SM OVC025 M05/M08 A2996 RMK AO2 PRESFR SLP157 T10501083
HPN,2014-01-02 17:56,-73.7075,41.0669,23.00,15.98,74.09,40.00,9.00,0.00,29.93,1014.60,10.00,15.00,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,12.32,KHPN 021756Z 04009G15KT 10SM OVC020 M05/M09 A2993 RMK AO2 SLP146 60000 T10501089 11044 21050 56046
HPN,2014-01-02 18:56,-73.7075,41.0669,23.00,17.06,77.64,30.00,11.00,0.00,29.88,1013.00,5.00,18.00,OVC,M,M,M,1500.00,M,M,M,BR,M,M,M,M,M,M,11.09,KHPN 021856Z 03011G18KT 5SM BR OVC015 M05/M08 A2988 RMK AO2 SLP130 T10501083
HPN,2014-01-02 19:56,-73.7075,41.0669,21.92,17.06,81.25,40.00,8.00,0.00,29.86,1012.10,10.00,14.00,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,11.70,KHPN 021956Z 04008G14KT 10SM OVC015 M06/M08 A2986 RMK AO2 SLP121 T10561083
HPN,2014-01-02 20:56,-73.7075,41.0669,23.00,17.06,77.64,50.00,12.00,0.00,29.84,1011.60,10.00,16.00,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,10.55,KHPN 022056Z 05012G16KT 10SM OVC020 M05/M08 A2984 RMK AO2 SLP116 T10501083 56030
HPN,2014-01-02 21:56,-73.7075,41.0669,21.92,17.06,81.25,50.00,10.00,0.00,29.81,1010.50,10.00,15.00,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,10.33,KHPN 022156Z 05010G15KT 10SM OVC015 M06/M08 A2981 RMK AO2 SLP105 T10561083
HPN,2014-01-02 22:41,-73.7075,41.0669,21.20,15.80,79.31,40.00,10.00,0.0001,29.80,M,10.00,15.00,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,9.42,KHPN 022241Z 04010G15KT 10SM -SN OVC015 M06/M09 A2980 RMK AO2 SNB40 P0000
HPN,2014-01-02 22:56,-73.7075,41.0669,21.92,15.98,77.54,50.00,11.00,0.0001,29.79,1009.80,9.00,17.00,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,9.73,KHPN 022256Z 05011G17KT 9SM -SN OVC015 M06/M09 A2979 RMK AO2 SNB40 PRESFR SLP098 P0000 T10561089
HPN,2014-01-02 23:56,-73.7075,41.0669,21.92,15.98,77.54,40.00,10.00,0.0001,29.77,1009.20,9.00,M,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,10.33,KHPN 022356Z 04010KT 9SM -SN OVC015 M06/M09 A2977 RMK AO2 SLP092 P0000 60000 T10561089 11050 21056 56024
HPN,2014-01-03 00:31,-73.7075,41.0669,21.20,15.80,79.31,40.00,11.00,0.0001,29.76,M,1.50,17.00,BKN,OVC,M,M,1500.00,2000.00,M,M,-SN,M,M,M,M,M,M,8.82,KHPN 030031Z 04011G17KT 1 1/2SM -SN BKN015 OVC020 M06/M09 A2976 RMK AO2 P0000
HPN,2014-01-03 00:56,-73.7075,41.0669,19.94,15.98,84.33,40.00,8.00,0.01,29.74,1008.30,1.50,19.00,VV ,M,M,M,300.00,M,M,M,-SN BR,M,M,M,M,M,M,9.26,KHPN 030056Z 04008G19KT 1 1/2SM R16/6000VP6000FT -SN BR VV003 M07/M09 A2974 RMK AO2 SLP083 P0001 T10671089
HPN,2014-01-03 01:56,-73.7075,41.0669,17.96,14.00,84.20,20.00,9.00,0.02,29.72,1007.60,0.75,M,VV ,M,M,M,300.00,M,M,M,-SN BR,M,M,M,M,M,M,6.06,KHPN 030156Z 02009KT 3/4SM R16/5000VP6000FT -SN BR VV003 M08/M10 A2972 RMK AO2 SLP076 P0002 T10781100
HPN,2014-01-03 02:56,-73.7075,41.0669,15.98,10.94,80.13,30.00,13.00,0.02,29.70,1006.90,0.75,19.00,VV ,M,M,M,300.00,M,M,M,-SN,M,M,M,M,M,M,1.04,KHPN 030256Z 03013G19KT 3/4SM R16/5500VP6000FT -SN VV003 M09/M12 A2970 RMK AO2 SLP069 P0002 60005 T10891117 56024
HPN,2014-01-03 03:56,-73.7075,41.0669,15.08,10.04,80.05,30.00,10.00,0.01,29.67,1006.10,0.75,18.00,VV ,M,M,M,300.00,M,M,M,-SN,M,M,M,M,M,M,1.75,KHPN 030356Z 03010G18KT 3/4SM R16/6000VP6000FT -SN VV003 M09/M12 A2967 RMK AO2 SLP061 P0001 T10941122
HPN,2014-01-03 04:56,-73.7075,41.0669,14.00,8.06,76.79,10.00,9.00,0.01,29.66,1005.80,0.75,18.00,VV ,M,M,M,300.00,M,M,M,-SN BR,M,M,M,M,M,M,1.13,KHPN 030456Z 01009G18KT 3/4SM R16/5500VP6000FT -SN BR VV003 M10/M13 A2966 RMK AO2 SLP058 P0001 T11001133 410221100
HPN,2014-01-03 05:56,-73.7075,41.0669,12.92,8.06,80.52,10.00,13.00,0.02,29.64,1005.00,0.50,17.00,VV ,M,M,M,300.00,M,M,M,SN BR,M,M,M,M,M,M,-2.88,KHPN 030556Z 01013G17KT 1/2SM R16/5000VP6000FT SN BR VV003 M11/M13 A2964 RMK AO2 SLP050 P0002 60009 T11061133 11056 21106 56018
HPN,2014-01-03 06:56,-73.7075,41.0669,12.02,6.98,79.79,360.00,12.00,0.01,29.62,1004.30,0.50,21.00,VV ,M,M,M,300.00,M,M,M,SN BR,M,M,M,M,M,M,-3.43,KHPN 030656Z 36012G21KT 1/2SM R16/4000V5500FT SN BR VV003 M11/M14 A2962 RMK AO2 SLP043 P0001 T11111139
HPN,2014-01-03 07:56,-73.7075,41.0669,6.98,1.94,79.35,340.00,18.00,0.01,29.63,1004.80,0.50,M,VV ,M,M,M,200.00,M,M,M,SN FG,M,M,M,M,M,M,-13.19,KHPN 030756Z 34018KT 1/2SM R16/3500V4500FT SN FG VV002 M14/M17 A2963 RMK AO2 SLP048 P0001 T11391167 $
HPN,2014-01-03 08:56,-73.7075,41.0669,5.00,-0.04,79.17,340.00,21.00,0.0001,29.65,1005.70,0.50,30.00,VV ,M,M,M,200.00,M,M,M,SN FG,M,M,M,30.00,350.00,2014-01-03 08:51,-17.16,KHPN 030856Z 34021G30KT 1/2SM R16/2800V3500FT SN FG VV002 M15/M18 A2965 RMK AO2 PK WND 35030/0851 SLP057 P0000 60002 T11501178 53004 $
HPN,2014-01-03 08:58,-73.7075,41.0669,5.00,-0.40,77.84,340.00,23.00,0.0001,29.66,M,0.25,30.00,VV ,M,M,M,200.00,M,M,M,SN FG,M,M,M,28.00,330.00,2014-01-03 08:58,-17.98,KHPN 030858Z 34023G30KT 1/4SM R16/2800V3500FT SN FG VV002 M15/M18 A2966 RMK AO2 PK WND 33028/0858 P0000 $
HPN,2014-01-03 09:56,-73.7075,41.0669,6.08,1.04,79.27,340.00,21.00,0.0001,29.69,1006.80,0.25,28.00,VV ,M,M,M,200.00,M,M,M,SN FG,M,M,M,31.00,340.00,2014-01-03 09:42,-15.72,KHPN 030956Z 34021G28KT 1/4SM R16/2600V3500FT SN FG VV002 M14/M17 A2969 RMK AO2 PK WND 34031/0942 SLP068 P0000 T11441172 $
HPN,2014-01-03 10:56,-73.7075,41.0669,6.08,1.04,79.27,340.00,24.00,0.01,29.74,1008.50,0.50,29.00,VV ,M,M,M,200.00,M,M,M,SN FG,M,M,M,34.00,340.00,2014-01-03 10:12,-16.91,KHPN 031056Z 34024G29KT 1/2SM R16/4000V6000FT SN FG VV002 M14/M17 A2974 RMK AO2 PK WND 34034/1012 PRESRR SLP085 P0001 T11441172 $
HPN,2014-01-03 11:56,-73.7075,41.0669,6.08,1.04,79.27,330.00,23.00,0.0001,29.79,1010.40,1.00,31.00,VV ,M,M,M,300.00,M,M,M,-SN BR,M,M,M,32.00,340.00,2014-01-03 11:44,-16.53,KHPN 031156Z 33023G31KT 1SM R16/P6000FT -SN BR VV003 M14/M17 A2979 RMK AO2 PK WND 34032/1144 SLP104 P0000 60003 70012 T11441172 11106 21150 53046 $
HPN,2014-01-03 12:56,-73.7075,41.0669,6.08,-0.04,75.36,340.00,25.00,0.0001,29.85,1012.40,1.00,32.00,VV ,M,M,M,300.00,M,M,M,-SN BR,M,M,M,35.00,320.00,2014-01-03 12:01,-17.28,KHPN 031256Z 34025G32KT 1SM R16/3500V6000FT -SN BR VV003 M14/M18 A2985 RMK AO2 PK WND 32035/1201 SLP124 P0000 T11441178 $
HPN,2014-01-03 13:56,-73.7075,41.0669,8.06,1.94,75.56,340.00,21.00,0.0001,29.91,1014.40,1.00,31.00,VV ,M,M,M,300.00,M,M,M,-SN BR,M,M,M,35.00,340.00,2014-01-03 13:26,-13.08,KHPN 031356Z 34021G31KT 1SM R16/4500VP6000FT -SN BR VV003 M13/M17 A2991 RMK AO2 PK WND 34035/1326 SLP144 P0000 T11331167 $
HPN,2014-01-03 14:56,-73.7075,41.0669,8.96,1.94,72.56,330.00,16.00,0.0001,29.95,1015.80,6.00,24.00,BKN,M,M,M,2500.00,M,M,M,BLSN,M,M,M,33.00,340.00,2014-01-03 14:12,-9.61,KHPN 031456Z 33016G24KT 6SM BLSN BKN025 M13/M17 A2995 RMK AO2 PK WND 34033/1412 SNE55 SLP158 P0000 60000 T11281167 51054 $
HPN,2014-01-03 15:56,-73.7075,41.0669,12.02,1.94,63.31,330.00,17.00,0.00,29.98,1016.70,10.00,22.00,FEW,BKN,M,M,2000.00,7500.00,M,M,M,M,M,M,M,M,M,-6.10,KHPN 031556Z 33017G22KT 10SM FEW020 BKN075 M11/M17 A2998 RMK AO2 SLP167 T11111167 $
HPN,2014-01-03 16:33,-73.7075,41.0669,10.40,1.40,66.35,330.00,17.00,0.00,30.00,M,1.75,26.00,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,27.00,320.00,2014-01-03 16:15,-8.22,KHPN 031633Z 33017G26KT 1 3/4SM FEW010 M12/M17 A3000 RMK AO2 PK WND 32027/1615 VIS 1V5 $
HPN,2014-01-03 16:36,-73.7075,41.0669,10.40,1.40,66.35,320.00,20.00,0.00,30.00,M,10.00,26.00,FEW,BKN,M,M,2000.00,7500.00,M,M,M,M,M,M,27.00,320.00,2014-01-03 16:15,-9.55,KHPN 031636Z 32020G26KT 10SM FEW020 BKN075 M12/M17 A3000 RMK AO2 PK WND 32027/1615 $
HPN,2014-01-03 16:56,-73.7075,41.0669,10.94,1.04,63.69,330.00,17.00,0.00,30.01,1017.60,10.00,24.00,FEW,BKN,M,M,2000.00,7500.00,M,M,M,M,M,M,27.00,330.00,2014-01-03 16:38,-7.51,KHPN 031656Z AUTO 33017G24KT 10SM FEW020 BKN075 M12/M17 A3001 RMK AO2 PK WND 33027/1638 SLP176 T11171172 TSNO $
HPN,2014-01-03 17:09,-73.7075,41.0669,12.20,1.40,61.25,320.00,19.00,0.00,30.02,M,2.00,30.00,CLR,M,M,M,M,M,M,M,BLSN,M,M,M,30.00,320.00,2014-01-03 17:00,-6.75,KHPN 031709Z 32019G30KT 2SM BLSN CLR M11/M17 A3002 RMK AO2 PK WND 32030/1700 $
