#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2013-01-01 00:00:00+00:00 2013-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
HPN,2013-01-01 11:56,-73.7075,41.0669,37.04,26.06,64.17,260.00,6.00,0.00,29.84,1011.00,10.00,M,BKN,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,31.60,KHPN 011156Z 26006KT 10SM BKN042 03/M03 A2984 RMK AO2 SLP110 T00281033 10028 20022 53001
HPN,2013-01-01 12:56,-73.7075,41.0669,37.04,24.98,61.35,M,5.00,0.00,29.85,1011.40,10.00,M,BKN,OVC,M,M,3800.00,8000.00,M,M,M,M,M,M,M,M,M,32.38,KHPN 011256Z VRB05KT 10SM BKN038 OVC080 03/M04 A2985 RMK AO2 SLP114 T00281039
HPN,2013-01-01 13:56,-73.7075,41.0669,37.04,24.98,61.35,280.00,7.00,0.00,29.86,1011.60,10.00,M,BKN,OVC,M,M,3600.00,8000.00,M,M,M,M,M,M,M,M,M,30.92,KHPN 011356Z 28007KT 10SM BKN036 OVC080 03/M04 A2986 RMK AO2 SLP116 T00281039
HPN,2013-01-01 14:56,-73.7075,41.0669,37.04,26.06,64.17,280.00,10.00,0.00,29.87,1012.20,10.00,M,BKN,OVC,M,M,3000.00,3500.00,M,M,M,M,M,M,M,M,M,29.29,KHPN 011456Z 28010KT 10SM BKN030 OVC035 03/M03 A2987 RMK AO2 SLP122 T00281033 53012
HPN,2013-01-01 15:56,-73.7075,41.0669,35.96,26.96,69.51,290.00,7.00,0.00,29.86,1011.80,9.00,M,BKN,OVC,M,M,3000.00,3500.00,M,M,M,M,M,M,M,M,M,29.61,KHPN 011556Z 29007KT 9SM BKN030 OVC035 02/M03 A2986 RMK AO2 SLP118 T00221028
HPN,2013-01-01 16:56,-73.7075,41.0669,35.96,24.98,64.03,300.00,8.00,0.00,29.84,1011.00,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,28.99,KHPN 011656Z 30008KT 10SM OVC038 02/M04 A2984 RMK AO2 SLP110 T00221039
HPN,2013-01-01 17:56,-73.7075,41.0669,35.96,24.08,61.67,300.00,12.00,0.00,29.83,1010.70,10.00,M,OVC,M,M,M,4400.00,M,M,M,M,M,M,M,M,M,M,27.04,KHPN 011756Z 30012KT 10SM OVC044 02/M04 A2983 RMK AO2 SLP107 T00221044 10028 20022 57015
HPN,2013-01-01 18:56,-73.7075,41.0669,35.96,24.08,61.67,300.00,12.00,0.00,29.81,1010.00,10.00,M,BKN,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,27.04,KHPN 011856Z 30012KT 10SM BKN046 02/M04 A2981 RMK AO2 SLP100 T00221044
HPN,2013-01-01 19:56,-73.7075,41.0669,35.96,19.94,51.78,300.00,13.00,0.00,29.82,1010.40,10.00,M,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,26.64,KHPN 011956Z 30013KT 10SM SCT050 02/M07 A2982 RMK AO2 SLP104 T00221067
HPN,2013-01-01 20:56,-73.7075,41.0669,33.98,17.96,51.47,300.00,14.00,0.00,29.84,1011.20,10.00,23.00,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,23.71,KHPN 012056Z 30014G23KT 10SM SCT050 01/M08 A2984 RMK AO2 SLP112 T00111078 53005
HPN,2013-01-01 21:56,-73.7075,41.0669,32.00,15.98,51.15,320.00,9.00,0.00,29.86,1011.80,10.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,23.51,KHPN 012156Z 32009KT 10SM FEW055 00/M09 A2986 RMK AO2 SLP118 T00001089
HPN,2013-01-01 22:56,-73.7075,41.0669,32.00,14.00,46.92,300.00,12.00,0.00,29.89,1013.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.00,KHPN 012256Z 30012KT 10SM CLR 00/M10 A2989 RMK AO2 SLP130 T00001100
HPN,2013-01-01 23:56,-73.7075,41.0669,30.02,12.92,48.48,310.00,17.00,0.00,29.91,1013.60,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,320.00,2013-01-01 23:54,17.48,KHPN 012356Z 31017G26KT 10SM CLR M01/M11 A2991 RMK AO2 PK WND 32026/2354 SLP136 T10111106 10022 21011 53022
HPN,2013-01-02 00:56,-73.7075,41.0669,28.94,12.02,48.69,320.00,16.00,0.00,29.91,1013.60,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.43,KHPN 020056Z 32016G20KT 10SM CLR M02/M11 A2991 RMK AO2 SLP136 T10171111
HPN,2013-01-02 01:56,-73.7075,41.0669,28.04,12.02,50.52,310.00,10.00,0.00,29.94,1014.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.00,KHPN 020156Z 31010KT 10SM CLR M02/M11 A2994 RMK AO2 SLP145 T10221111
HPN,2013-01-02 02:56,-73.7075,41.0669,26.06,12.02,54.82,310.00,12.00,0.00,29.95,1015.20,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.44,KHPN 020256Z 31012G18KT 10SM CLR M03/M11 A2995 RMK AO2 SLP152 T10331111 53015
HPN,2013-01-02 03:56,-73.7075,41.0669,24.98,10.94,54.65,310.00,13.00,0.00,29.97,1015.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.57,KHPN 020356Z 31013KT 10SM CLR M04/M12 A2997 RMK AO2 SLP157 T10391117
HPN,2013-01-02 04:56,-73.7075,41.0669,24.08,8.06,49.87,300.00,13.00,0.00,29.97,1015.80,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.42,KHPN 020456Z 30013G17KT 10SM CLR M04/M13 A2997 RMK AO2 SLP158 T10441133 400281044
HPN,2013-01-02 05:56,-73.7075,41.0669,23.00,8.96,54.34,310.00,11.00,0.00,29.96,1015.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.09,KHPN 020556Z 31011KT 10SM CLR M05/M13 A2996 RMK AO2 SLP154 T10501128 11011 21050 50002
HPN,2013-01-02 06:56,-73.7075,41.0669,21.92,8.06,54.61,300.00,12.00,0.00,29.98,1016.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.17,KHPN 020656Z 30012KT 10SM CLR M06/M13 A2998 RMK AO2 SLP161 T10561133
HPN,2013-01-02 07:56,-73.7075,41.0669,21.92,8.96,56.87,310.00,12.00,0.00,29.97,1015.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.17,KHPN 020756Z 31012KT 10SM CLR M06/M13 A2997 RMK AO2 SLP157 T10561128
HPN,2013-01-02 08:56,-73.7075,41.0669,21.02,8.06,56.73,310.00,14.00,0.00,29.97,1016.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7.01,KHPN 020856Z 31014KT 10SM CLR M06/M13 A2997 RMK AO2 SLP160 T10611133 51005
HPN,2013-01-02 09:56,-73.7075,41.0669,19.94,8.96,61.85,310.00,6.00,0.00,29.99,1016.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.01,KHPN 020956Z 31006KT 10SM CLR M07/M13 A2999 RMK AO2 SLP166 T10671128
HPN,2013-01-02 10:56,-73.7075,41.0669,19.94,10.04,64.92,330.00,8.00,0.00,29.97,1016.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.26,KHPN 021056Z 33008KT 10SM CLR M07/M12 A2997 RMK AO2 SLP161 T10671122
HPN,2013-01-02 11:56,-73.7075,41.0669,19.04,8.96,64.28,320.00,6.00,0.00,29.98,1016.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.92,KHPN 021156Z 32006KT 10SM CLR M07/M13 A2998 RMK AO2 SLP165 T10721128 11050 21072 51004
HPN,2013-01-02 12:56,-73.7075,41.0669,19.04,10.04,67.46,0.00,0.00,0.00,29.99,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.04,KHPN 021256Z 00000KT 10SM CLR M07/M12 A2999 RMK AO2 SLP167 T10721122
HPN,2013-01-02 13:56,-73.7075,41.0669,21.02,8.96,59.08,280.00,6.00,0.00,30.01,1017.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.31,KHPN 021356Z 28006KT 10SM CLR M06/M13 A3001 RMK AO2 SLP175 T10611128
HPN,2013-01-02 14:56,-73.7075,41.0669,23.00,8.96,54.34,290.00,15.00,0.00,30.03,1018.00,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.11,KHPN 021456Z 29015G20KT 10SM CLR M05/M13 A3003 RMK AO2 SLP180 T10501128 53015
HPN,2013-01-02 15:56,-73.7075,41.0669,24.98,10.94,54.65,300.00,13.00,0.00,30.01,1017.50,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.57,KHPN 021556Z 30013G19KT 10SM CLR M04/M12 A3001 RMK AO2 SLP175 T10391117
HPN,2013-01-02 16:56,-73.7075,41.0669,26.96,12.02,52.81,300.00,15.00,0.00,29.98,1016.30,10.00,24.00,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,14.25,KHPN 021656Z 30015G24KT 10SM FEW050 M03/M11 A2998 RMK AO2 SLP163 T10281111
HPN,2013-01-02 17:56,-73.7075,41.0669,28.04,12.02,50.52,280.00,12.00,0.00,29.97,1016.00,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.96,KHPN 021756Z 28012G20KT 10SM CLR M02/M11 A2997 RMK AO2 SLP160 T10221111 11022 21072 56020
HPN,2013-01-02 18:56,-73.7075,41.0669,28.94,12.92,50.66,300.00,15.00,0.00,29.99,1016.50,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.81,KHPN 021856Z 30015G19KT 10SM CLR M02/M11 A2999 RMK AO2 SLP165 T10171106
HPN,2013-01-02 19:56,-73.7075,41.0669,28.94,12.92,50.66,290.00,11.00,0.00,30.01,1017.20,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.60,KHPN 021956Z 29011G19KT 10SM CLR M02/M11 A3001 RMK AO2 SLP172 T10171106
HPN,2013-01-02 20:56,-73.7075,41.0669,28.94,12.02,48.69,300.00,14.00,0.00,30.02,1017.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.22,KHPN 022056Z 30014KT 10SM CLR M02/M11 A3002 RMK AO2 SLP178 T10171111 53017
HPN,2013-01-02 21:56,-73.7075,41.0669,28.94,12.92,50.66,310.00,9.00,0.00,30.04,1018.20,10.00,16.00,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,19.71,KHPN 022156Z 31009G16KT 10SM FEW090 M02/M11 A3004 RMK AO2 SLP182 T10171106
HPN,2013-01-02 22:56,-73.7075,41.0669,28.04,12.92,52.57,280.00,9.00,0.00,30.06,1019.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.59,KHPN 022256Z 28009KT 10SM CLR M02/M11 A3006 RMK AO2 SLP190 T10221106
HPN,2013-01-02 23:56,-73.7075,41.0669,28.04,14.00,55.12,280.00,8.00,0.00,30.08,1019.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.24,KHPN 022356Z 28008KT 10SM CLR M02/M10 A3008 RMK AO2 SLP196 T10221100 11011 21022 53019
HPN,2013-01-03 00:56,-73.7075,41.0669,28.04,14.00,55.12,M,6.00,0.00,30.07,1019.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.76,KHPN 030056Z VRB06KT 10SM CLR M02/M10 A3007 RMK AO2 SLP195 T10221100
HPN,2013-01-03 01:56,-73.7075,41.0669,28.04,15.08,57.79,270.00,5.00,0.00,30.09,1020.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.69,KHPN 030156Z 27005KT 10SM CLR M02/M09 A3009 RMK AO2 SLP201 T10221094
HPN,2013-01-03 02:56,-73.7075,41.0669,26.96,15.08,60.41,270.00,5.00,0.00,30.11,1020.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.41,KHPN 030256Z 27005KT 10SM CLR M03/M09 A3011 RMK AO2 SLP206 T10281094 53010
HPN,2013-01-03 03:56,-73.7075,41.0669,26.96,15.08,60.41,290.00,6.00,0.00,30.13,1021.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.46,KHPN 030356Z 29006KT 10SM CLR M03/M09 A3013 RMK AO2 SLP212 T10281094
HPN,2013-01-03 04:56,-73.7075,41.0669,26.96,15.08,60.41,290.00,6.00,0.00,30.13,1021.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.46,KHPN 030456Z 29006KT 10SM CLR M03/M09 A3013 RMK AO2 SLP213 T10281094 410111072
HPN,2013-01-03 05:56,-73.7075,41.0669,26.06,15.98,65.21,300.00,7.00,0.00,30.13,1021.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.54,KHPN 030556Z 30007KT 10SM CLR M03/M09 A3013 RMK AO2 SLP214 T10331089 11022 21033 51008
HPN,2013-01-03 06:56,-73.7075,41.0669,26.06,15.08,62.70,300.00,11.00,0.00,30.14,1021.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.96,KHPN 030656Z 30011KT 10SM CLR M03/M09 A3014 RMK AO2 SLP215 T10331094
HPN,2013-01-03 07:56,-73.7075,41.0669,24.08,15.08,68.09,330.00,6.00,0.00,30.14,1021.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.99,KHPN 030756Z 33006KT 10SM CLR M04/M09 A3014 RMK AO2 SLP218 T10441094
HPN,2013-01-03 08:56,-73.7075,41.0669,21.92,12.92,67.82,340.00,6.00,0.00,30.14,1021.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.39,KHPN 030856Z 34006KT 10SM CLR M06/M11 A3014 RMK AO2 SLP216 T10561106 50001
HPN,2013-01-03 09:56,-73.7075,41.0669,19.94,10.94,67.58,340.00,8.00,0.00,30.14,1021.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.26,KHPN 030956Z 34008KT 10SM CLR M07/M12 A3014 RMK AO2 SLP216 T10671117
HPN,2013-01-03 10:56,-73.7075,41.0669,17.96,8.96,67.33,330.00,7.00,0.00,30.14,1021.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7.67,KHPN 031056Z 33007KT 10SM CLR M08/M13 A3014 RMK AO2 SLP219 T10781128
HPN,2013-01-03 11:56,-73.7075,41.0669,15.98,6.98,67.07,340.00,4.00,0.00,30.16,1022.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.71,KHPN 031156Z 34004KT 10SM CLR M09/M14 A3016 RMK AO2 SLP224 T10891139 11033 21089 53007
HPN,2013-01-03 12:56,-73.7075,41.0669,14.00,5.00,66.82,330.00,8.00,0.00,30.15,1022.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.94,KHPN 031256Z 33008KT 10SM CLR M10/M15 A3015 RMK AO2 SLP222 T11001150
HPN,2013-01-03 13:56,-73.7075,41.0669,14.00,5.00,66.82,310.00,10.00,0.00,30.15,1022.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.40,KHPN 031356Z 31010KT 10SM CLR M10/M15 A3015 RMK AO2 SLP222 T11001150
HPN,2013-01-03 14:56,-73.7075,41.0669,17.96,8.06,64.65,320.00,6.00,0.00,30.16,1022.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.62,KHPN 031456Z 32006KT 10SM CLR M08/M13 A3016 RMK AO2 SLP224 T10781133 53000
HPN,2013-01-03 15:56,-73.7075,41.0669,21.92,10.94,62.13,300.00,10.00,0.00,30.14,1021.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.33,KHPN 031556Z 30010KT 10SM CLR M06/M12 A3014 RMK AO2 SLP217 T10561117
HPN,2013-01-03 16:56,-73.7075,41.0669,24.08,10.94,56.74,280.00,9.00,0.00,30.11,1020.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.67,KHPN 031656Z 28009KT 10SM CLR M04/M12 A3011 RMK AO2 SLP206 T10441117
HPN,2013-01-03 17:56,-73.7075,41.0669,26.96,10.94,50.34,290.00,9.00,0.00,30.08,1019.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.25,KHPN 031756Z 29009KT 10SM CLR M03/M12 A3008 RMK AO2 SLP195 T10281117 11028 21100 58027
HPN,2013-01-03 18:56,-73.7075,41.0669,28.94,10.94,46.41,300.00,5.00,0.00,30.06,1018.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.76,KHPN 031856Z 30005KT 10SM CLR M02/M12 A3006 RMK AO2 SLP188 T10171117
HPN,2013-01-03 19:56,-73.7075,41.0669,30.02,10.94,44.41,M,4.00,0.00,30.04,1018.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.11,KHPN 031956Z VRB04KT 10SM CLR M01/M12 A3004 RMK AO2 SLP184 T10111117
HPN,2013-01-03 20:56,-73.7075,41.0669,28.94,10.94,46.41,290.00,4.00,0.00,30.04,1018.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.85,KHPN 032056Z 29004KT 10SM CLR M02/M12 A3004 RMK AO2 SLP184 T10171117 56012
HPN,2013-01-03 21:56,-73.7075,41.0669,28.04,12.02,50.52,0.00,0.00,0.00,30.04,1018.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.04,KHPN 032156Z 00000KT 10SM CLR M02/M11 A3004 RMK AO2 SLP184 T10221111
HPN,2013-01-03 22:56,-73.7075,41.0669,28.04,12.92,52.57,0.00,0.00,0.00,30.05,1018.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.04,KHPN 032256Z 00000KT 10SM CLR M02/M11 A3005 RMK AO2 SLP187 T10221106
HPN,2013-01-03 23:56,-73.7075,41.0669,26.96,12.92,54.95,0.00,0.00,0.00,30.06,1019.10,10.00,M,SCT,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,26.96,KHPN 032356Z 00000KT 10SM SCT080 M03/M11 A3006 RMK AO2 SLP191 T10281106 11011 21028 53006
HPN,2013-01-04 00:56,-73.7075,41.0669,28.94,14.00,53.13,M,4.00,0.00,30.06,1019.20,10.00,M,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,23.85,KHPN 040056Z VRB04KT 10SM BKN095 M02/M10 A3006 RMK AO2 SLP192 T10171100
HPN,2013-01-04 01:56,-73.7075,41.0669,28.04,14.00,55.12,250.00,5.00,0.00,30.05,1018.90,10.00,M,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,21.69,KHPN 040156Z 25005KT 10SM SCT090 M02/M10 A3005 RMK AO2 SLP189 T10221100
HPN,2013-01-04 02:56,-73.7075,41.0669,28.94,14.00,53.13,250.00,6.00,0.00,30.05,1018.60,10.00,M,BKN,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,21.84,KHPN 040256Z 25006KT 10SM BKN080 M02/M10 A3005 RMK AO2 SLP186 T10171100 58004
HPN,2013-01-04 03:56,-73.7075,41.0669,28.94,14.00,53.13,250.00,4.00,0.00,30.05,1018.50,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,23.85,KHPN 040356Z 25004KT 10SM OVC060 M02/M10 A3005 RMK AO2 SLP185 T10171100
HPN,2013-01-04 04:56,-73.7075,41.0669,28.94,15.08,55.69,260.00,9.00,0.00,30.02,1017.70,10.00,M,BKN,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,19.71,KHPN 040456Z 26009KT 10SM BKN060 M02/M09 A3002 RMK AO2 SLP177 T10171094 410111100
HPN,2013-01-04 05:56,-73.7075,41.0669,30.02,15.98,55.42,270.00,10.00,0.00,30.01,1017.10,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,20.49,KHPN 040556Z 27010KT 10SM FEW060 M01/M09 A3001 RMK AO2 SLP171 T10111089 11011 21028 58014
HPN,2013-01-04 06:56,-73.7075,41.0669,30.02,17.06,58.08,250.00,5.00,0.00,30.01,1017.20,10.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,24.04,KHPN 040656Z 25005KT 10SM FEW065 M01/M08 A3001 RMK AO2 SLP172 T10111083
HPN,2013-01-04 07:56,-73.7075,41.0669,28.94,17.06,60.69,250.00,5.00,0.00,30.02,1017.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.76,KHPN 040756Z 25005KT 10SM CLR M02/M08 A3002 RMK AO2 SLP173 T10171083
HPN,2013-01-04 08:56,-73.7075,41.0669,30.02,17.96,60.38,270.00,8.00,0.00,30.01,1017.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.67,KHPN 040856Z 27008KT 10SM CLR M01/M08 A3001 RMK AO2 SLP171 T10111078 50001
HPN,2013-01-04 09:56,-73.7075,41.0669,30.02,17.96,60.38,270.00,8.00,0.00,30.01,1017.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.67,KHPN 040956Z 27008KT 10SM CLR M01/M08 A3001 RMK AO2 SLP172 T10111078
HPN,2013-01-04 10:56,-73.7075,41.0669,28.94,19.04,66.09,260.00,4.00,0.00,30.02,1017.50,10.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,23.85,KHPN 041056Z 26004KT 10SM FEW055 M02/M07 A3002 RMK AO2 SLP175 T10171072
HPN,2013-01-04 11:56,-73.7075,41.0669,30.92,19.94,63.36,M,3.00,0.00,30.02,1017.50,10.00,M,OVC,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,27.45,KHPN 041156Z VRB03KT 10SM OVC046 M01/M07 A3002 RMK AO2 SLP175 T10061067 11006 21017 52003
HPN,2013-01-04 12:56,-73.7075,41.0669,32.00,19.94,60.66,M,4.00,0.00,30.03,1017.60,10.00,M,BKN,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,27.42,KHPN 041256Z VRB04KT 10SM BKN042 00/M07 A3003 RMK AO2 SLP176 T00001067
HPN,2013-01-04 13:56,-73.7075,41.0669,32.00,19.94,60.66,260.00,6.00,0.00,30.03,1017.90,10.00,M,OVC,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,25.53,KHPN 041356Z 26006KT 10SM OVC042 00/M07 A3003 RMK AO2 SLP179 T00001067
HPN,2013-01-04 14:56,-73.7075,41.0669,33.08,21.02,60.81,240.00,7.00,0.00,30.03,1017.80,10.00,M,OVC,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,26.10,KHPN 041456Z 24007KT 10SM OVC040 01/M06 A3003 RMK AO2 SLP178 T00061061 50003
